UniProt gene,UniProt description,Surfaceome Label,Surfaceome Label Source,CD number,CSPA category,TM domains,topology,HPA antibody,DrugBank approved drug IDs,UniProt subcellular
PROCR,Endothelial protein C receptor,surface,machine learning,CD201,1 - high confidence,1,SP:1-17;NC:18-209;TM:210-232;CY:233-238,HPA039461,DB00055,Membrane (Single-pass type I membrane protein)
PROM1,Prominin-1,surface,pos. trainingset,CD133,1 - high confidence,5,SP:1-19;NC:20-106;TM:107-132;CY:133-152;TM:153-178;NC:179-432;TM:433-460;CY:461-480;TM:481-507;NC:508-792;TM:793-813;CY:814-865,HPA004922;CAB011525;HPA031053,,"Apical cell membrane (Multi- pass membrane protein);Cell projection, cilium, photoreceptor outer segment;Cell projection, microvillus membrane (Multi-pass membrane protein);Endoplasmic reticulum;Endoplasmic reticulum-Golgi intermediate compartment"
PROM2,Prominin-2,surface,pos. trainingset,,1 - high confidence,5,SP:1-26;NC:27-103;TM:104-131;CY:132-151;TM:152-175;NC:176-424;TM:425-452;CY:453-472;TM:473-497;NC:498-779;TM:780-800;CY:801-834,CAB046005;HPA063728,,"Apical cell membrane (Multi- pass membrane protein);Basolateral cell membrane (Multi-pass membrane protein);Cell projection, cilium membrane (Multi-pass membrane protein);Cell projection, microvillus membrane (Multi-pass membrane protein)"
PTAFR,Platelet-activating factor receptor,surface,pos. trainingset,,1 - high confidence,7,NC:1-19;TM:20-41;CY:42-53;TM:54-76;NC:77-88;TM:89-113;CY:114-133;TM:134-154;NC:155-184;TM:185-209;CY:210-229;TM:230-251;NC:252-274;TM:275-296;CY:297-342,HPA027543,,Cell membrane (Multi-pass membrane protein)
PTCH1,Protein patched homolog 1,surface,machine learning,,2 - putative,12,CY:1-98;TM:99-119;NC:120-438;TM:439-458;CY:459-468;TM:469-495;NC:496-501;TM:502-523;CY:524-543;TM:544-568;NC:569-575;TM:576-598;CY:599-749;TM:750-768;NC:769-1025;TM:1026-1048;CY:1049-1054;TM:1055-1076;NC:1077-1081;TM:1082-1106;CY:1107-1118;TM:1119-1141;NC:1142-1150;TM:1151-1176;CY:1177-1447,CAB013717,,Membrane (Multi-pass membrane protein)
PTGDR2,Prostaglandin D2 receptor 2,surface,pos. trainingset,CD294,1 - high confidence,7,NC:1-34;TM:35-57;CY:58-68;TM:69-91;NC:92-108;TM:109-127;CY:128-147;TM:148-169;NC:170-210;TM:211-232;CY:233-243;TM:244-265;NC:266-284;TM:285-307;CY:308-395,HPA014259,DB00328;DB00605,Cell membrane (Multi-pass membrane protein)
PTGER2,Prostaglandin E2 receptor EP2 subtype,surface,pos. trainingset,,1 - high confidence,7,NC:1-25;TM:26-46;CY:47-66;TM:67-91;NC:92-110;TM:111-132;CY:133-152;TM:153-173;NC:174-198;TM:199-223;CY:224-262;TM:263-286;NC:287-298;TM:299-318;CY:319-358,no,DB00770;DB00917;DB00929,Cell membrane (Multi-pass membrane protein)
PTGER3,Prostaglandin E2 receptor EP3 subtype,surface,pos. trainingset,,1 - high confidence,7,NC:1-51;TM:52-73;CY:74-87;TM:88-115;NC:116-131;TM:132-153;CY:154-173;TM:174-196;NC:197-227;TM:228-252;CY:253-283;TM:284-307;NC:308-326;TM:327-349;CY:350-390,HPA010689,DB00905;DB00917;DB00929,Cell membrane (Multi-pass membrane protein)
PTGFRN,Prostaglandin F2 receptor negative regulator,surface,machine learning,CD315,1 - high confidence,1,SP:1-25;NC:26-830;TM:831-853;CY:854-879,HPA017074,,"Endoplasmic reticulum membrane (Single-pass type I membrane protein);Golgi apparatus, trans-Golgi network membrane (Single-pass type I membrane protein)"
PTGIR,Prostacyclin receptor,surface,pos. trainingset,,1 - high confidence,7,NC:1-19;TM:20-38;CY:39-48;TM:49-75;NC:76-94;TM:95-115;CY:116-135;TM:136-158;NC:159-183;TM:184-211;CY:212-236;TM:237-257;NC:258-276;TM:277-295;CY:296-386,no,DB00374;DB01088;DB01160;DB01240,Cell membrane (Multi-pass membrane protein)
PTK7,Inactive tyrosine-protein kinase 7,surface,machine learning,,1 - high confidence,1,SP:1-30;NC:31-702;TM:703-726;CY:727-1070,HPA003222,,Cell junction;Membrane (Single-pass type I membrane protein)
PTPRA,Receptor-type tyrosine-protein phosphatase alpha,surface,machine learning,,1 - high confidence,1,SP:1-21;NC:22-142;TM:143-166;CY:167-802,HPA029412;CAB034366,,Membrane (Single-pass type I membrane protein)
PTPRB,Receptor-type tyrosine-protein phosphatase beta,surface,machine learning,,1 - high confidence,1,SP:1-22;NC:23-1621;TM:1622-1642;CY:1643-1997,CAB004782,,Membrane (Single-pass type I membrane protein)
PTPRD,Receptor-type tyrosine-protein phosphatase delta,surface,machine learning,,1 - high confidence,1,SP:1-20;NC:21-1266;TM:1267-1290;CY:1291-1912,CAB026474,,Membrane (Single-pass type I membrane protein)
PTPRF,Receptor-type tyrosine-protein phosphatase F,surface,machine learning,,1 - high confidence,1,SP:1-29;NC:30-1261;TM:1262-1284;CY:1285-1907,HPA012710,,Membrane (Single-pass type I membrane protein)
PTPRG,Receptor-type tyrosine-protein phosphatase gamma,surface,machine learning,,1 - high confidence,1,SP:1-19;NC:20-736;TM:737-762;CY:763-1445,no,,Membrane (Single-pass type I membrane protein)
PTPRJ,Receptor-type tyrosine-protein phosphatase eta,surface,pos. trainingset,CD148,1 - high confidence,1,SP:1-35;NC:36-970;TM:971-996;CY:997-1337,HPA006026,,"Cell junction;Cell membrane (Single-pass type I membrane protein);Cell projection, ruffle membrane"
PTPRK,Receptor-type tyrosine-protein phosphatase kappa,surface,pos. trainingset,,1 - high confidence,1,SP:1-25;NC:26-752;TM:753-774;CY:775-1439,HPA054822,,"Cell junction, adherens junction;Cell membrane (Single-pass type I membrane protein)"
PTPRM,Receptor-type tyrosine-protein phosphatase mu,surface,pos. trainingset,,1 - high confidence,1,SP:1-20;NC:21-742;TM:743-764;CY:765-1452,CAB022442;CAB022443,,Membrane (Single-pass type I membrane protein)
PTPRQ,Phosphatidylinositol phosphatase PTPRQ,surface,machine learning,,1 - high confidence,1,SP:1-37;NC:38-1947;TM:1948-1970;CY:1971-2332,HPA053245,,Membrane (Single-pass type I membrane protein)
PTPRS,Receptor-type tyrosine-protein phosphatase S,surface,machine learning,,1 - high confidence,1,SP:1-29;NC:30-1282;TM:1283-1306;CY:1307-1948,HPA054747,DB00630;DB01077,Membrane (Single-pass type I membrane protein)
PTPRZ1,Receptor-type tyrosine-protein phosphatase zeta,surface,pos. trainingset,,1 - high confidence,1,SP:1-22;NC:23-1637;TM:1638-1662;CY:1663-2315,HPA015103;CAB025106,,Cell membrane (Single-pass type I membrane protein);Secreted;Secreted
PTTG1IP,Pituitary tumor-transforming gene 1 protein-interacting protein,surface,machine learning,,1 - high confidence,1,SP:1-32;NC:33-96;TM:97-121;CY:122-180,CAB034146,,Cytoplasm;Membrane (Single-pass type I membrane protein);Nucleus
PVR,Poliovirus receptor,surface,pos. trainingset,CD155,1 - high confidence,1,SP:1-20;NC:21-343;TM:344-367;CY:368-417,HPA012568,,Cell membrane (Single-pass type I membrane protein);Secreted;Cell membrane (Single-pass type I membrane protein);Secreted
QSOX1,Sulfhydryl oxidase 1,surface,machine learning,,1 - high confidence,1,SP:1-29;NC:30-705;TM:706-731;CY:732-747,HPA042127;HPA056243,,"Golgi apparatus membrane (Single- pass membrane protein);Secreted, extracellular space"
QSOX2,Sulfhydryl oxidase 2,surface,pos. trainingset,,1 - high confidence,1,SP:1-21;NC:22-659;TM:660-682;CY:683-698,HPA012716,,Cell membrane (Single-pass membrane protein);Membrane (Single-pass membrane protein);Nucleus membrane (Single-pass membrane protein);Secreted
RAMP3,Receptor activity-modifying protein 3,surface,pos. trainingset,,1 - high confidence,1,SP:1-27;NC:28-117;TM:118-139;CY:140-148,no,DB01278,Cell membrane (Single-pass type I membrane protein);Membrane (Single-pass type I membrane protein)
RECK,Reversion-inducing cysteine-rich protein with Kazal motifs,surface,GPI (UniProt),,1 - high confidence,0,SP:1-26;NC:27-971,CAB025109,,"Cell membrane (Lipid-anchor, GPI-anchor)"
RELL1,RELT-like protein 1,surface,pos. trainingset,,1 - high confidence,1,SP:1-23;NC:24-57;TM:58-80;CY:81-271,HPA013377,,Cell membrane (Single-pass type I membrane protein)
RET,Proto-oncogene tyrosine-protein kinase receptor Ret,surface,pos. trainingset,,1 - high confidence,1,SP:1-28;NC:29-636;TM:637-660;CY:661-1114,CAB002581;HPA008356;CAB018342,DB00398;DB08875;DB08896;DB08901,Cell membrane (Single-pass type I membrane protein);Endosome membrane (Single-pass type I membrane protein)
RHBDF2,Inactive rhomboid protein 2,surface,pos. trainingset,,1 - high confidence,7,CY:1-404;TM:405-426;NC:427-656;TM:657-681;CY:682-692;TM:693-712;NC:713-717;TM:718-736;CY:737-747;TM:748-768;NC:769-773;TM:774-792;CY:793-802;TM:803-825;NC:826-856,HPA018080,,Cell membrane;Endoplasmic reticulum membrane (Multi-pass membrane protein)
RNF13,E3 ubiquitin-protein ligase RNF13,surface,machine learning,,1 - high confidence,1,SP:1-34;NC:35-182;TM:183-207;CY:208-381,HPA008709,,Endoplasmic reticulum membrane;Golgi apparatus membrane;Late endosome membrane (Single- pass membrane protein);Lysosome membrane;Nucleus inner membrane
RNF130,E3 ubiquitin-protein ligase RNF130,surface,machine learning,,1 - high confidence,1,SP:1-27;NC:28-194;TM:195-218;CY:219-419,HPA014499,,Cytoplasm;Membrane (Single-pass type I membrane protein)
RNF149,E3 ubiquitin-protein ligase RNF149,surface,machine learning,,1 - high confidence,1,SP:1-32;NC:33-200;TM:201-224;CY:225-400,HPA011424,,Membrane (Single-pass membrane protein)
ROBO1,Roundabout homolog 1,surface,machine learning,,1 - high confidence,1,SP:1-25;NC:26-897;TM:898-919;CY:920-1651,CAB013524;HPA052968,,Membrane (Single-pass type I membrane protein)
ROR1,Tyrosine-protein kinase transmembrane receptor ROR1,surface,machine learning,,1 - high confidence,1,SP:1-29;NC:30-403;TM:404-427;CY:428-937,HPA057016,,Membrane (Single-pass type I membrane protein)
ROR2,Tyrosine-protein kinase transmembrane receptor ROR2,surface,pos. trainingset,,1 - high confidence,1,SP:1-33;NC:34-403;TM:404-426;CY:427-943,HPA021868,,Cell membrane (Single-pass type I membrane protein)
RPN1,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,surface,machine learning,,1 - high confidence,1,SP:1-26;NC:27-439;TM:440-458;CY:459-607,CAB009748;HPA026828,,Endoplasmic reticulum membrane (Single-pass type I membrane protein);Melanosome
RTN4R,Reticulon-4 receptor,surface,GPI (UniProt),,1 - high confidence,0,SP:1-29;NC:30-473,CAB012443,,"Cell membrane (Lipid-anchor, GPI-anchor)"
RYK,Tyrosine-protein kinase RYK,surface,machine learning,,1 - high confidence,1,SP:1-24;NC:25-224;TM:225-247;CY:248-604,CAB034117;HPA045503,,Cytoplasm;Membrane (Single-pass type I membrane protein);Nucleus
S1PR2,Sphingosine 1-phosphate receptor 2,surface,pos. trainingset,,1 - high confidence,7,NC:1-34;TM:35-58;CY:59-68;TM:69-91;NC:92-110;TM:111-128;CY:129-148;TM:149-169;NC:170-188;TM:189-210;CY:211-229;TM:230-254;NC:255-269;TM:270-290;CY:291-353,HPA014307,,Cell membrane (Multi-pass membrane protein)
S1PR3,Sphingosine 1-phosphate receptor 3,surface,pos. trainingset,,1 - high confidence,7,NC:1-41;TM:42-64;CY:65-74;TM:75-96;NC:97-115;TM:116-134;CY:135-153;TM:154-176;NC:177-195;TM:196-220;CY:221-239;TM:240-265;NC:266-279;TM:280-301;CY:302-378,HPA059513,,Cell membrane (Multi-pass membrane protein)
S1PR4,Sphingosine 1-phosphate receptor 4,surface,pos. trainingset,,1 - high confidence,7,NC:1-48;TM:49-71;CY:72-79;TM:80-103;NC:104-122;TM:123-141;CY:142-161;TM:162-184;NC:185-203;TM:204-229;CY:230-249;TM:250-272;NC:273-290;TM:291-309;CY:310-384,HPA060601,,Cell membrane (Multi-pass membrane protein)
S1PR5,Sphingosine 1-phosphate receptor 5,surface,pos. trainingset,,1 - high confidence,7,NC:1-37;TM:38-61;CY:62-71;TM:72-94;NC:95-112;TM:113-131;CY:132-151;TM:152-172;NC:173-191;TM:192-215;CY:216-247;TM:248-271;NC:272-290;TM:291-309;CY:310-398,HPA029683,DB08868,Cell membrane (Multi-pass membrane protein)
SCAP,Sterol regulatory element-binding protein cleavage-activating protein,surface,machine learning,,2 - putative,8,CY:1-19;TM:20-45;NC:46-279;TM:280-301;CY:302-312;TM:313-336;NC:337-347;TM:348-369;CY:370-399;TM:400-422;NC:423-427;TM:428-445;CY:446-514;TM:515-534;NC:535-710;TM:711-732;CY:733-1279,HPA004713,,"Cytoplasmic vesicle, COPII-coated vesicle membrane (Multi-pass membrane protein);Endoplasmic reticulum membrane (Multi-pass membrane protein);Golgi apparatus membrane (Multi-pass membrane protein)"
SCARA5,Scavenger receptor class A member 5,surface,pos. trainingset,,1 - high confidence,1,CY:1-60;TM:61-81;NC:82-495,HPA024661,,Cell membrane (Single-pass type II membrane protein)
SCARB1,Scavenger receptor class B member 1,surface,pos. trainingset,,1 - high confidence,2,CY:1-11;TM:12-34;NC:35-442;TM:443-463;CY:464-552,CAB070124,DB00144,"Cell membrane (Multi-pass membrane protein);Membrane, caveola (Multi-pass membrane protein)"
SCARB2,Lysosome membrane protein 2,surface,machine learning,,2 - putative,2,CY:1-6;TM:7-29;NC:30-433;TM:434-457;CY:458-478,CAB015415;HPA018014,,Lysosome membrane (Multi-pass membrane protein)
SCARF2,Scavenger receptor class F member 2,surface,machine learning,,1 - high confidence,1,SP:1-43;NC:44-444;TM:445-467;CY:468-870,HPA035079,,Membrane (Single-pass type I membrane protein)
SCN2A,Sodium channel protein type 2 subunit alpha,surface,machine learning,,2 - putative,24,CY:1-124;TM:125-148;NC:149-159;TM:160-179;CY:180-190;TM:191-208;NC:209-219;TM:220-239;CY:240-250;TM:251-271;NC:272-400;TM:401-426;CY:427-753;TM:754-777;NC:778-789;TM:790-811;CY:812-822;TM:823-841;NC:842-852;TM:853-871;CY:872-879;TM:880-900;NC:901-959;TM:960-983;CY:984-1207;TM:1208-1228;NC:1229-1247;TM:1248-1266;CY:1267-1272;TM:1273-1294;NC:1295-1299;TM:1300-1317;CY:1318-1337;TM:1338-1360;NC:1361-1448;TM:1449-1473;CY:1474-1531;TM:1532-1550;NC:1551-1561;TM:1562-1582;CY:1583-1591;TM:1592-1612;NC:1613-1622;TM:1623-1640;CY:1641-1659;TM:1660-1683;NC:1684-1751;TM:1752-1774;CY:1775-2005,CAB022567,DB00555;DB00818;DB00909;DB00313,Cell membrane (Multi-pass membrane protein)
SCN2B,Sodium channel subunit beta-2,surface,pos. trainingset,,1 - high confidence,1,SP:1-29;NC:30-157;TM:158-180;CY:181-215,HPA012585,DB00909;DB00313,Membrane (Single-pass type I membrane protein)
SCN4B,Sodium channel subunit beta-4,surface,pos. trainingset,,1 - high confidence,1,SP:1-30;NC:31-161;TM:162-183;CY:184-228,HPA017293,DB00909;DB00313,Cell membrane (Single-pass type I membrane protein)
SCN7A,Sodium channel protein type 7 subunit alpha,surface,machine learning,,2 - putative,24,CY:1-116;TM:117-138;NC:139-149;TM:150-169;CY:170-180;TM:181-198;NC:199-209;TM:210-228;CY:229-237;TM:238-260;NC:261-369;TM:370-395;CY:396-501;TM:502-524;NC:525-535;TM:536-557;CY:558-567;TM:568-587;NC:588-593;TM:594-612;CY:613-625;TM:626-646;NC:647-706;TM:707-728;CY:729-933;TM:934-953;NC:954-972;TM:973-992;CY:993-998;TM:999-1017;NC:1018-1022;TM:1023-1039;CY:1040-1058;TM:1059-1081;NC:1082-1166;TM:1167-1193;CY:1194-1243;TM:1244-1270;NC:1271-1281;TM:1282-1304;CY:1305-1312;TM:1313-1335;NC:1336-1341;TM:1342-1359;CY:1360-1379;TM:1380-1400;NC:1401-1472;TM:1473-1499;CY:1500-1682,HPA004879,,Membrane (Multi-pass membrane protein)
SCNN1D,Amiloride-sensitive sodium channel subunit delta,surface,pos. trainingset,,1 - high confidence,2,CY:1-87;TM:88-107;NC:108-524;TM:525-547;CY:548-638,CAB009540;HPA026884,DB00384;DB00594,Cell membrane (Multi-pass membrane protein)
SDK1,Protein sidekick-1,surface,machine learning,,1 - high confidence,1,NC:1-2007;TM:2008-2031;CY:2032-2213,HPA011392,,Membrane (Single-pass membrane protein)
SDK2,Protein sidekick-2,surface,machine learning,,1 - high confidence,1,SP:1-20;NC:21-1929;TM:1930-1953;CY:1954-2172,HPA014725,,Membrane (Single-pass type I membrane protein)
SELL,L-selectin,surface,machine learning,CD62L,1 - high confidence,1,SP:1-32;NC:33-333;TM:334-355;CY:356-372,CAB002144,,Membrane (Single-pass type I membrane protein)
SELP,P-selectin,surface,machine learning,CD62P,1 - high confidence,1,SP:1-36;NC:37-772;TM:773-795;CY:796-830,CAB002145;HPA002655;HPA005990,DB01109;DB06779;DB08813,Membrane (Single-pass type I membrane protein)
SELPLG,P-selectin glycoprotein ligand 1,surface,machine learning,CD162,1 - high confidence,1,SP:1-17;NC:18-320;TM:321-343;CY:344-412,CAB002431,,Membrane (Single-pass type I membrane protein)
SEMA4A,Semaphorin-4A,surface,pos. trainingset,,1 - high confidence,1,SP:1-31;NC:32-682;TM:683-705;CY:706-761,no,,Cell membrane (Single-pass type I membrane protein)
SEMA4B,Semaphorin-4B,surface,machine learning,,1 - high confidence,1,SP:1-38;NC:39-712;TM:713-733;CY:734-832,HPA013372,,Membrane (Single-pass type I membrane protein)
SEMA4C,Semaphorin-4C,surface,pos. trainingset,,1 - high confidence,1,SP:1-20;NC:21-663;TM:664-686;CY:687-833,HPA011090,,"Cell junction, synapse, postsynaptic cell membrane, postsynaptic density (Single-pass type I membrane protein);Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane (Single-pass type I membrane protein)"
SEMA4D,Semaphorin-4D,surface,pos. trainingset,CD100,1 - high confidence,1,SP:1-23;NC:24-734;TM:735-756;CY:757-862,HPA015662;HPA023277,,Cell membrane (Single-pass type I membrane protein)
SEMA4F,Semaphorin-4F,surface,machine learning,,1 - high confidence,1,SP:1-34;NC:35-658;TM:659-680;CY:681-770,no,,Membrane (Single-pass type I membrane protein)
SEMA4G,Semaphorin-4G,surface,pos. trainingset,,1 - high confidence,1,SP:1-17;NC:18-674;TM:675-701;CY:702-838,HPA038362,,Cell membrane (Single-pass type I membrane protein)
SEMA5A,Semaphorin-5A,surface,machine learning,,1 - high confidence,1,SP:1-22;NC:23-967;TM:968-991;CY:992-1074,HPA004632,,Membrane (Single-pass type I membrane protein)
SEMA6B,Semaphorin-6B,surface,pos. trainingset,,1 - high confidence,1,SP:1-28;NC:29-601;TM:602-624;CY:625-888,CAB025157;HPA055778;HPA058523,,Cell membrane (Single-pass type I membrane protein)
SEMA7A,Semaphorin-7A,surface,GPI (UniProt),CD108,1 - high confidence,0,SP:1-44;NC:45-666,HPA042273,,"Cell membrane (Lipid- anchor, GPI-anchor|Extracellular side"
SERINC1,Serine incorporator 1,surface,machine learning,,2 - putative,10,CY:1-39;TM:40-60;NC:61-88;TM:89-109;CY:110-122;TM:123-144;NC:145-149;TM:150-172;CY:173-192;TM:193-219;NC:220-230;TM:231-249;CY:250-260;TM:261-279;NC:280-311;TM:312-333;CY:334-386;TM:387-408;NC:409-427;TM:428-447;CY:448-453,HPA035738;HPA035739,,Endoplasmic reticulum membrane (Multi-pass membrane protein)
SEZ6L2,Seizure 6-like protein 2,surface,pos. trainingset,,1 - high confidence,1,SP:1-27;NC:28-844;TM:845-867;CY:868-910,HPA064471,,Cell membrane (Single-pass type I membrane protein);Endoplasmic reticulum membrane (Single-pass type I membrane protein)
SGCB,Beta-sarcoglycan,surface,pos. trainingset,,1 - high confidence,1,CY:1-63;TM:64-90;NC:91-318,HPA011422;HPA058656,,"Cell membrane, sarcolemma (Single-pass type II membrane protein);Cytoplasm, cytoskeleton"
SGCD,Delta-sarcoglycan,surface,pos. trainingset,,1 - high confidence,1,CY:1-32;TM:33-56;NC:57-289,HPA026969,,"Cell membrane, sarcolemma (Single-pass type II membrane protein);Cytoplasm, cytoskeleton"
SGCE,Epsilon-sarcoglycan,surface,pos. trainingset,,1 - high confidence,1,NC:1-316;TM:317-340;CY:341-437,no,,"Cell membrane, sarcolemma (Single-pass membrane protein);Cell projection, dendrite;Cytoplasm, cytoskeleton;Golgi apparatus"
SGCZ,Zeta-sarcoglycan,surface,pos. trainingset,,1 - high confidence,1,CY:1-35;TM:36-58;NC:59-299,HPA017585,,"Cell membrane, sarcolemma (Single-pass type II membrane protein);Cytoplasm, cytoskeleton"
SIDT2,SID1 transmembrane family member 2,surface,machine learning,,1 - high confidence,10,SP:1-18;NC:19-292;TM:293-317;CY:318-447;TM:448-469;NC:470-502;TM:503-521;CY:522-547;TM:548-569;NC:570-605;TM:606-626;CY:627-632;TM:633-654;NC:655-688;TM:689-708;CY:709-714;TM:715-735;NC:736-746;TM:747-767;CY:768-797;TM:798-817;NC:818-832,HPA052352,,Lysosome membrane (Multi-pass membrane protein)
SIGLEC1,Sialoadhesin,surface,pos. trainingset,CD169,1 - high confidence,1,SP:1-19;NC:20-1641;TM:1642-1665;CY:1666-1709,HPA053457,,Cell membrane (Single-pass type I membrane protein);Secreted
SIGLEC10,Sialic acid-binding Ig-like lectin 10,surface,pos. trainingset,,1 - high confidence,1,SP:1-16;NC:17-550;TM:551-571;CY:572-697,CAB025807;HPA027093,,Cell membrane (Single-pass type I membrane protein);Cell membrane (Single-pass type I membrane protein);Cell membrane (Single-pass type I membrane protein);Cell membrane (Single-pass type I membrane protein);Secreted
