UniProt gene,UniProt description,Surfaceome Label,Surfaceome Label Source,CD number,CSPA category,TM domains,topology,HPA antibody,DrugBank approved drug IDs,UniProt subcellular
OR6C4,Olfactory receptor 6C4,surface,pos. trainingset,,,7,NC:1-22;TM:23-46;CY:47-57;TM:58-77;NC:78-96;TM:97-118;CY:119-137;TM:138-160;NC:161-194;TM:195-219;CY:220-238;TM:239-259;NC:260-270;TM:271-290;CY:291-309,no,,Cell membrane (Multi-pass membrane protein)
OR6C6,Olfactory receptor 6C6,surface,pos. trainingset,,,7,NC:1-21;TM:22-48;CY:49-59;TM:60-84;NC:85-97;TM:98-118;CY:119-137;TM:138-159;NC:160-197;TM:198-220;CY:221-235;TM:236-258;NC:259-270;TM:271-290;CY:291-314,HPA051090,,Cell membrane (Multi-pass membrane protein)
OR6C65,Olfactory receptor 6C65,surface,pos. trainingset,,,7,NC:1-22;TM:23-48;CY:49-59;TM:60-81;NC:82-95;TM:96-118;CY:119-137;TM:138-159;NC:160-195;TM:196-219;CY:220-239;TM:240-261;NC:262-267;TM:268-290;CY:291-312,no,,Cell membrane (Multi-pass membrane protein)
OR6C68,Olfactory receptor 6C68,surface,machine learning,,,7,NC:1-22;TM:23-46;CY:47-57;TM:58-80;NC:81-95;TM:96-118;CY:119-137;TM:138-159;NC:160-196;TM:197-219;CY:220-238;TM:239-258;NC:259-270;TM:271-290;CY:291-312,no,,Cell membrane (Multi-pass membrane protein)
OR6C70,Olfactory receptor 6C70,surface,pos. trainingset,,,7,NC:1-22;TM:23-48;CY:49-59;TM:60-81;NC:82-98;TM:99-118;CY:119-137;TM:138-160;NC:161-194;TM:195-219;CY:220-238;TM:239-258;NC:259-270;TM:271-290;CY:291-312,no,,Cell membrane (Multi-pass membrane protein)
OR6C74,Olfactory receptor 6C74,surface,pos. trainingset,,,7,NC:1-22;TM:23-48;CY:49-58;TM:59-77;NC:78-95;TM:96-118;CY:119-137;TM:138-158;NC:159-194;TM:195-216;CY:217-235;TM:236-258;NC:259-270;TM:271-290;CY:291-312,no,,Cell membrane (Multi-pass membrane protein)
OR6C75,Olfactory receptor 6C75,surface,pos. trainingset,,,7,NC:1-21;TM:22-47;CY:48-59;TM:60-83;NC:84-95;TM:96-118;CY:119-137;TM:138-160;NC:161-194;TM:195-216;CY:217-235;TM:236-258;NC:259-270;TM:271-290;CY:291-312,no,,Cell membrane (Multi-pass membrane protein)
OR6C76,Olfactory receptor 6C76,surface,pos. trainingset,,,7,NC:1-22;TM:23-48;CY:49-60;TM:61-83;NC:84-94;TM:95-117;CY:118-136;TM:137-158;NC:159-196;TM:197-218;CY:219-237;TM:238-257;NC:258-268;TM:269-289;CY:290-312,no,,Cell membrane (Multi-pass membrane protein)
OR6F1,Olfactory receptor 6F1,surface,pos. trainingset,,,7,NC:1-24;TM:25-48;CY:49-59;TM:60-79;NC:80-98;TM:99-120;CY:121-139;TM:140-162;NC:163-196;TM:197-221;CY:222-240;TM:241-260;NC:261-271;TM:272-292;CY:293-308,no,,Cell membrane (Multi-pass membrane protein)
OR6J1,Olfactory receptor 6J1,surface,machine learning,,,7,NC:1-23;TM:24-45;CY:46-56;TM:57-77;NC:78-100;TM:101-119;CY:120-138;TM:139-161;NC:162-198;TM:199-220;CY:221-240;TM:241-260;NC:261-271;TM:272-291;CY:292-347,no,,Cell membrane (Multi-pass membrane protein)
OR6K2,Olfactory receptor 6K2,surface,pos. trainingset,,,7,NC:1-20;TM:21-48;CY:49-58;TM:59-78;NC:79-98;TM:99-119;CY:120-139;TM:140-162;NC:163-193;TM:194-217;CY:218-237;TM:238-261;NC:262-268;TM:269-292;CY:293-324,no,,Cell membrane (Multi-pass membrane protein)
OR6K3,Olfactory receptor 6K3,surface,pos. trainingset,,,7,NC:1-40;TM:41-63;CY:64-74;TM:75-94;NC:95-114;TM:115-136;CY:137-155;TM:156-177;NC:178-215;TM:216-236;CY:237-255;TM:256-275;NC:276-286;TM:287-307;CY:308-331,HPA055949,,Cell membrane (Multi-pass membrane protein)
OR6K6,Olfactory receptor 6K6,surface,pos. trainingset,,,7,NC:1-52;TM:53-76;CY:77-86;TM:87-106;NC:107-126;TM:127-148;CY:149-167;TM:168-190;NC:191-220;TM:221-246;CY:247-266;TM:267-289;NC:290-294;TM:295-317;CY:318-343,no,,Cell membrane (Multi-pass membrane protein)
OR6M1,Olfactory receptor 6M1,surface,pos. trainingset,,,7,NC:1-22;TM:23-46;CY:47-57;TM:58-77;NC:78-98;TM:99-118;CY:119-138;TM:139-160;NC:161-196;TM:197-218;CY:219-237;TM:238-257;NC:258-269;TM:270-289;CY:290-313,HPA048674,,Cell membrane (Multi-pass membrane protein)
OR6N1,Olfactory receptor 6N1,surface,pos. trainingset,,,7,NC:1-24;TM:25-48;CY:49-59;TM:60-79;NC:80-98;TM:99-120;CY:121-139;TM:140-158;NC:159-199;TM:200-221;CY:222-240;TM:241-260;NC:261-272;TM:273-292;CY:293-312,no,,Cell membrane (Multi-pass membrane protein)
OR6N2,Olfactory receptor 6N2,surface,pos. trainingset,,,7,NC:1-24;TM:25-47;CY:48-57;TM:58-78;NC:79-100;TM:101-120;CY:121-139;TM:140-163;NC:164-199;TM:200-220;CY:221-240;TM:241-261;NC:262-273;TM:274-292;CY:293-317,HPA056637,,Cell membrane (Multi-pass membrane protein)
OR6P1,Olfactory receptor 6P1,surface,pos. trainingset,,,7,NC:1-24;TM:25-47;CY:48-58;TM:59-79;NC:80-100;TM:101-120;CY:121-139;TM:140-162;NC:163-199;TM:200-222;CY:223-237;TM:238-260;NC:261-272;TM:273-292;CY:293-317,HPA047466,,Cell membrane (Multi-pass membrane protein)
OR6Q1,Olfactory receptor 6Q1,surface,pos. trainingset,,,7,NC:1-25;TM:26-50;CY:51-60;TM:61-80;NC:81-103;TM:104-124;CY:125-144;TM:145-166;NC:167-203;TM:204-227;CY:228-240;TM:241-264;NC:265-276;TM:277-296;CY:297-317,no,,Cell membrane (Multi-pass membrane protein)
OR6S1,Olfactory receptor 6S1,surface,pos. trainingset,,,7,NC:1-28;TM:29-50;CY:51-61;TM:62-83;NC:84-102;TM:103-122;CY:123-141;TM:142-167;NC:168-203;TM:204-229;CY:230-240;TM:241-263;NC:264-274;TM:275-295;CY:296-331,no,,Cell membrane (Multi-pass membrane protein)
OR6T1,Olfactory receptor 6T1,surface,pos. trainingset,,,7,NC:1-21;TM:22-48;CY:49-59;TM:60-79;NC:80-100;TM:101-121;CY:122-140;TM:141-164;NC:165-196;TM:197-221;CY:222-240;TM:241-261;NC:262-272;TM:273-292;CY:293-323,HPA060893,,Cell membrane (Multi-pass membrane protein)
OR6V1,Olfactory receptor 6V1,surface,pos. trainingset,,,7,NC:1-23;TM:24-46;CY:47-57;TM:58-77;NC:78-98;TM:99-118;CY:119-137;TM:138-158;NC:159-197;TM:198-219;CY:220-239;TM:240-259;NC:260-270;TM:271-291;CY:292-313,no,,Cell membrane (Multi-pass membrane protein)
OR6X1,Olfactory receptor 6X1,surface,pos. trainingset,,,7,NC:1-24;TM:25-45;CY:46-56;TM:57-76;NC:77-96;TM:97-118;CY:119-137;TM:138-162;NC:163-195;TM:196-219;CY:220-238;TM:239-259;NC:260-270;TM:271-290;CY:291-312,no,,Cell membrane (Multi-pass membrane protein)
OR6Y1,Olfactory receptor 6Y1,surface,pos. trainingset,,,7,NC:1-28;TM:29-53;CY:54-64;TM:65-84;NC:85-105;TM:106-125;CY:126-144;TM:145-168;NC:169-204;TM:205-226;CY:227-245;TM:246-265;NC:266-277;TM:278-297;CY:298-325,no,,Cell membrane (Multi-pass membrane protein)
OR7A10,Olfactory receptor 7A10,surface,pos. trainingset,,,7,NC:1-24;TM:25-47;CY:48-58;TM:59-78;NC:79-97;TM:98-120;CY:121-139;TM:140-159;NC:160-196;TM:197-217;CY:218-237;TM:238-260;NC:261-271;TM:272-292;CY:293-309,no,,Cell membrane (Multi-pass membrane protein)
OR7A17,Olfactory receptor 7A17,surface,pos. trainingset,,,7,NC:1-25;TM:26-48;CY:49-58;TM:59-78;NC:79-97;TM:98-120;CY:121-139;TM:140-161;NC:162-198;TM:199-218;CY:219-237;TM:238-260;NC:261-271;TM:272-292;CY:293-309,no,,Cell membrane (Multi-pass membrane protein)
OR7A5,Olfactory receptor 7A5,surface,pos. trainingset,,,7,NC:1-25;TM:26-48;CY:49-58;TM:59-79;NC:80-98;TM:99-120;CY:121-139;TM:140-162;NC:163-196;TM:197-217;CY:218-237;TM:238-260;NC:261-271;TM:272-291;CY:292-319,HPA053823,,Cell membrane (Multi-pass membrane protein)
OR7C1,Olfactory receptor 7C1,surface,pos. trainingset,,,7,NC:1-23;TM:24-48;CY:49-58;TM:59-78;NC:79-97;TM:98-120;CY:121-139;TM:140-158;NC:159-196;TM:197-219;CY:220-238;TM:239-260;NC:261-271;TM:272-291;CY:292-320,HPA047127,,Cell membrane (Multi-pass membrane protein)
OR7C2,Olfactory receptor 7C2,surface,pos. trainingset,,,7,NC:1-24;TM:25-47;CY:48-58;TM:59-78;NC:79-97;TM:98-120;CY:121-139;TM:140-158;NC:159-196;TM:197-218;CY:219-237;TM:238-259;NC:260-270;TM:271-290;CY:291-319,HPA047295,,Cell membrane (Multi-pass membrane protein)
OR7D2,Olfactory receptor 7D2,surface,pos. trainingset,,,7,NC:1-25;TM:26-48;CY:49-59;TM:60-81;NC:82-100;TM:101-120;CY:121-139;TM:140-162;NC:163-197;TM:198-218;CY:219-237;TM:238-260;NC:261-270;TM:271-290;CY:291-312,no,,Cell membrane (Multi-pass membrane protein)
OR7D4,Olfactory receptor 7D4,surface,pos. trainingset,,,7,NC:1-25;TM:26-48;CY:49-59;TM:60-79;NC:80-99;TM:100-120;CY:121-139;TM:140-162;NC:163-196;TM:197-217;CY:218-237;TM:238-260;NC:261-272;TM:273-292;CY:293-312,no,,Cell membrane (Multi-pass membrane protein)
OR7E24,Olfactory receptor 7E24,surface,pos. trainingset,,,7,NC:1-43;TM:44-66;CY:67-77;TM:78-96;NC:97-116;TM:117-138;CY:139-157;TM:158-176;NC:177-214;TM:215-237;CY:238-256;TM:257-278;NC:279-289;TM:290-309;CY:310-339,no,,Cell membrane (Multi-pass membrane protein)
OR7G1,Olfactory receptor 7G1,surface,machine learning,,,7,NC:1-25;TM:26-49;CY:50-59;TM:60-78;NC:79-97;TM:98-120;CY:121-131;TM:132-153;NC:154-196;TM:197-219;CY:220-240;TM:241-262;NC:263-270;TM:271-292;CY:293-311,no,,Cell membrane (Multi-pass membrane protein)
OR7G2,Olfactory receptor 7G2,surface,pos. trainingset,,,7,NC:1-25;TM:26-48;CY:49-59;TM:60-78;NC:79-97;TM:98-120;CY:121-139;TM:140-163;NC:164-196;TM:197-218;CY:219-237;TM:238-260;NC:261-271;TM:272-292;CY:293-324,no,,Cell membrane (Multi-pass membrane protein)
OR7G3,Olfactory receptor 7G3,surface,pos. trainingset,,,7,NC:1-25;TM:26-48;CY:49-58;TM:59-78;NC:79-97;TM:98-120;CY:121-139;TM:140-162;NC:163-196;TM:197-217;CY:218-236;TM:237-260;NC:261-271;TM:272-292;CY:293-312,no,,Cell membrane (Multi-pass membrane protein)
OR8A1,Olfactory receptor 8A1,surface,pos. trainingset,,,7,NC:1-43;TM:44-68;CY:69-76;TM:77-96;NC:97-117;TM:118-137;CY:138-148;TM:149-174;NC:175-219;TM:220-244;CY:245-256;TM:257-276;NC:277-287;TM:288-308;CY:309-326,no,,Cell membrane (Multi-pass membrane protein)
OR8B12,Olfactory receptor 8B12,surface,pos. trainingset,,,7,NC:1-24;TM:25-47;CY:48-58;TM:59-77;NC:78-97;TM:98-119;CY:120-138;TM:139-157;NC:158-195;TM:196-220;CY:221-239;TM:240-259;NC:260-273;TM:274-291;CY:292-310,no,,Cell membrane (Multi-pass membrane protein)
OR8B2,Olfactory receptor 8B2,surface,pos. trainingset,,,7,NC:1-26;TM:27-48;CY:49-59;TM:60-78;NC:79-99;TM:100-120;CY:121-139;TM:140-158;NC:159-196;TM:197-221;CY:222-240;TM:241-260;NC:261-273;TM:274-291;CY:292-313,no,,Cell membrane (Multi-pass membrane protein)
OR8B3,Olfactory receptor 8B3,surface,pos. trainingset,,,7,NC:1-26;TM:27-48;CY:49-59;TM:60-78;NC:79-98;TM:99-120;CY:121-139;TM:140-158;NC:159-196;TM:197-221;CY:222-240;TM:241-260;NC:261-273;TM:274-291;CY:292-313,no,,Cell membrane (Multi-pass membrane protein)
OR8B4,Olfactory receptor 8B4,surface,pos. trainingset,,,7,NC:1-26;TM:27-48;CY:49-59;TM:60-79;NC:80-98;TM:99-119;CY:120-138;TM:139-157;NC:158-195;TM:196-220;CY:221-239;TM:240-260;NC:261-271;TM:272-291;CY:292-309,HPA049884,,Cell membrane (Multi-pass membrane protein)
OR8B8,Olfactory receptor 8B8,surface,pos. trainingset,,,7,NC:1-25;TM:26-49;CY:50-60;TM:61-78;NC:79-99;TM:100-120;CY:121-139;TM:140-160;NC:161-197;TM:198-221;CY:222-240;TM:241-260;NC:261-274;TM:275-292;CY:293-311,no,,Cell membrane (Multi-pass membrane protein)
OR8D1,Olfactory receptor 8D1,surface,pos. trainingset,,,7,NC:1-25;TM:26-48;CY:49-59;TM:60-78;NC:79-97;TM:98-119;CY:120-136;TM:137-157;NC:158-196;TM:197-222;CY:223-241;TM:242-260;NC:261-274;TM:275-292;CY:293-308,HPA059510,,Cell membrane (Multi-pass membrane protein)
OR8D2,Olfactory receptor 8D2,surface,pos. trainingset,,,7,NC:1-26;TM:27-48;CY:49-58;TM:59-78;NC:79-98;TM:99-118;CY:119-138;TM:139-158;NC:159-196;TM:197-221;CY:222-241;TM:242-260;NC:261-274;TM:275-292;CY:293-311,no,,Cell membrane (Multi-pass membrane protein)
OR8D4,Olfactory receptor 8D4,surface,pos. trainingset,,,7,NC:1-23;TM:24-48;CY:49-58;TM:59-78;NC:79-97;TM:98-120;CY:121-139;TM:140-159;NC:160-196;TM:197-222;CY:223-239;TM:240-260;NC:261-274;TM:275-292;CY:293-314,no,,Cell membrane (Multi-pass membrane protein)
OR8G1,Olfactory receptor 8G1,surface,machine learning,,,7,NC:1-26;TM:27-48;CY:49-59;TM:60-79;NC:80-100;TM:101-120;CY:121-139;TM:140-161;NC:162-196;TM:197-222;CY:223-241;TM:242-261;NC:262-273;TM:274-292;CY:293-311,no,,Cell membrane (Multi-pass membrane protein)
OR8G5,Olfactory receptor 8G5,surface,machine learning,,,7,NC:1-60;TM:61-83;CY:84-94;TM:95-114;NC:115-135;TM:136-155;CY:156-175;TM:176-196;NC:197-231;TM:232-256;CY:257-276;TM:277-296;NC:297-307;TM:308-327;CY:328-346,no,,Cell membrane (Multi-pass membrane protein)
OR8H1,Olfactory receptor 8H1,surface,pos. trainingset,,,7,NC:1-24;TM:25-48;CY:49-59;TM:60-77;NC:78-96;TM:97-119;CY:120-138;TM:139-161;NC:162-195;TM:196-220;CY:221-239;TM:240-259;NC:260-270;TM:271-291;CY:292-311,no,,Cell membrane (Multi-pass membrane protein)
OR8H2,Olfactory receptor 8H2,surface,pos. trainingset,,,7,NC:1-25;TM:26-49;CY:50-60;TM:61-78;NC:79-97;TM:98-119;CY:120-139;TM:140-161;NC:162-196;TM:197-221;CY:222-240;TM:241-260;NC:261-271;TM:272-292;CY:293-312,no,,Cell membrane (Multi-pass membrane protein)
OR8H3,Olfactory receptor 8H3,surface,pos. trainingset,,,7,NC:1-25;TM:26-49;CY:50-60;TM:61-78;NC:79-97;TM:98-120;CY:121-139;TM:140-160;NC:161-196;TM:197-221;CY:222-240;TM:241-260;NC:261-271;TM:272-292;CY:293-312,no,,Cell membrane (Multi-pass membrane protein)
OR8I2,Olfactory receptor 8I2,surface,pos. trainingset,,,7,NC:1-25;TM:26-48;CY:49-58;TM:59-78;NC:79-98;TM:99-120;CY:121-140;TM:141-163;NC:164-197;TM:198-220;CY:221-239;TM:240-259;NC:260-270;TM:271-291;CY:292-310,no,,Cell membrane (Multi-pass membrane protein)
OR8J1,Olfactory receptor 8J1,surface,pos. trainingset,,,7,NC:1-24;TM:25-48;CY:49-59;TM:60-78;NC:79-98;TM:99-120;CY:121-139;TM:140-164;NC:165-197;TM:198-221;CY:222-240;TM:241-261;NC:262-273;TM:274-293;CY:294-316,no,,Cell membrane (Multi-pass membrane protein)
OR8J3,Olfactory receptor 8J3,surface,pos. trainingset,,,7,NC:1-24;TM:25-48;CY:49-59;TM:60-79;NC:80-98;TM:99-120;CY:121-139;TM:140-163;NC:164-197;TM:198-221;CY:222-240;TM:241-261;NC:262-272;TM:273-292;CY:293-315,no,,Cell membrane (Multi-pass membrane protein)
OR8K1,Olfactory receptor 8K1,surface,pos. trainingset,,,7,NC:1-32;TM:33-54;CY:55-65;TM:66-84;NC:85-103;TM:104-126;CY:127-145;TM:146-167;NC:168-202;TM:203-228;CY:229-246;TM:247-267;NC:268-278;TM:279-298;CY:299-319,HPA055233,,Cell membrane (Multi-pass membrane protein)
OR8K3,Olfactory receptor 8K3,surface,pos. trainingset,,,7,NC:1-26;TM:27-48;CY:49-59;TM:60-78;NC:79-100;TM:101-122;CY:123-142;TM:143-164;NC:165-196;TM:197-221;CY:222-240;TM:241-260;NC:261-271;TM:272-291;CY:292-312,no,,Cell membrane (Multi-pass membrane protein)
OR8K5,Olfactory receptor 8K5,surface,pos. trainingset,,,7,NC:1-24;TM:25-48;CY:49-59;TM:60-78;NC:79-97;TM:98-120;CY:121-139;TM:140-162;NC:163-197;TM:198-222;CY:223-241;TM:242-261;NC:262-272;TM:273-292;CY:293-307,no,,Cell membrane (Multi-pass membrane protein)
OR8S1,Olfactory receptor 8S1,surface,pos. trainingset,,,7,NC:1-23;TM:24-47;CY:48-58;TM:59-78;NC:79-97;TM:98-120;CY:121-139;TM:140-162;NC:163-194;TM:195-216;CY:217-236;TM:237-256;NC:257-269;TM:270-290;CY:291-359,HPA045595,,Cell membrane (Multi-pass membrane protein)
OR8U1,Olfactory receptor 8U1,surface,pos. trainingset,,,7,NC:1-26;TM:27-48;CY:49-59;TM:60-78;NC:79-97;TM:98-120;CY:121-139;TM:140-162;NC:163-196;TM:197-221;CY:222-240;TM:241-261;NC:262-272;TM:273-292;CY:293-309,no,,Cell membrane (Multi-pass membrane protein)
OR9A2,Olfactory receptor 9A2,surface,pos. trainingset,,,7,NC:1-23;TM:24-49;CY:50-59;TM:60-86;NC:87-94;TM:95-116;CY:117-136;TM:137-157;NC:158-192;TM:193-217;CY:218-236;TM:237-256;NC:257-267;TM:268-288;CY:289-310,no,,Cell membrane (Multi-pass membrane protein)
OR9A4,Olfactory receptor 9A4,surface,machine learning,,,7,NC:1-23;TM:24-47;CY:48-58;TM:59-79;NC:80-98;TM:99-120;CY:121-140;TM:141-161;NC:162-196;TM:197-221;CY:222-240;TM:241-260;NC:261-271;TM:272-292;CY:293-314,no,,Cell membrane (Multi-pass membrane protein)
OR9G1,Olfactory receptor 9G1,surface,pos. trainingset,,,7,NC:1-23;TM:24-47;CY:48-56;TM:57-74;NC:75-98;TM:99-119;CY:120-138;TM:139-158;NC:159-196;TM:197-220;CY:221-233;TM:234-260;NC:261-271;TM:272-291;CY:292-305,no,,Cell membrane (Multi-pass membrane protein)
OR9G4,Olfactory receptor 9G4,surface,pos. trainingset,,,7,NC:1-40;TM:41-63;CY:64-73;TM:74-93;NC:94-112;TM:113-135;CY:136-150;TM:151-173;NC:174-212;TM:213-238;CY:239-253;TM:254-275;NC:276-287;TM:288-307;CY:308-327,no,,Cell membrane (Multi-pass membrane protein)
OR9I1,Olfactory receptor 9I1,surface,pos. trainingset,,,7,NC:1-24;TM:25-48;CY:49-59;TM:60-79;NC:80-98;TM:99-120;CY:121-139;TM:140-158;NC:159-196;TM:197-221;CY:222-240;TM:241-261;NC:262-272;TM:273-292;CY:293-314,no,,Cell membrane (Multi-pass membrane protein)
OR9K2,Olfactory receptor 9K2,surface,pos. trainingset,,,7,NC:1-49;TM:50-73;CY:74-82;TM:83-102;NC:103-116;TM:117-144;CY:145-164;TM:165-183;NC:184-222;TM:223-246;CY:247-265;TM:266-284;NC:285-295;TM:296-315;CY:316-335,HPA015808,,Cell membrane (Multi-pass membrane protein)
OR9Q1,Olfactory receptor 9Q1,surface,pos. trainingset,,,7,NC:1-22;TM:23-47;CY:48-58;TM:59-78;NC:79-98;TM:99-120;CY:121-140;TM:141-159;NC:160-196;TM:197-221;CY:222-241;TM:242-260;NC:261-271;TM:272-291;CY:292-310,no,,Cell membrane (Multi-pass membrane protein)
OR9Q2,Olfactory receptor 9Q2,surface,pos. trainingset,,,7,NC:1-26;TM:27-48;CY:49-59;TM:60-78;NC:79-97;TM:98-120;CY:121-140;TM:141-160;NC:161-196;TM:197-221;CY:222-240;TM:241-260;NC:261-272;TM:273-292;CY:293-314,no,,Cell membrane (Multi-pass membrane protein)
OSMR,Oncostatin-M-specific receptor subunit beta,surface,machine learning,,1 - high confidence,1,SP:1-27;NC:28-739;TM:740-761;CY:762-979,HPA017278,,Membrane (Single-pass type I membrane protein)
OSTM1,Osteopetrosis-associated transmembrane protein 1,surface,machine learning,,1 - high confidence,1,SP:1-31;NC:32-283;TM:284-305;CY:306-334,HPA010851,,Lysosome membrane (Single-pass type I membrane protein)
OTOA,Otoancorin,surface,GPI (UniProt),,,0,SP:1-22;NC:23-1153,HPA041405,,"Apical cell membrane (Lipid- anchor, GPI-anchor|Extracellular side;Secreted, extracellular space, extracellular matrix"
OTOP1,Otopetrin-1,surface,machine learning,,,12,CY:1-64;TM:65-86;NC:87-91;TM:92-111;CY:112-131;TM:132-156;NC:157-167;TM:168-185;CY:186-196;TM:197-217;NC:218-267;TM:268-289;CY:290-309;TM:310-335;NC:336-347;TM:348-372;CY:373-392;TM:393-413;NC:414-424;TM:425-444;CY:445-541;TM:542-563;NC:564-575;TM:576-597;CY:598-612,HPA035599,,"Membrane (Multi-pass membrane protein);Secreted, extracellular space"
OTOP2,Otopetrin-2,surface,machine learning,,,12,CY:1-29;TM:30-51;NC:52-61;TM:62-81;CY:82-100;TM:101-120;NC:121-136;TM:137-156;CY:157-167;TM:168-188;NC:189-240;TM:241-262;CY:263-288;TM:289-310;NC:311-325;TM:326-349;CY:350-369;TM:370-392;NC:393-397;TM:398-417;CY:418-495;TM:496-515;NC:516-526;TM:527-547;CY:548-562,HPA024524;HPA053090,,Membrane (Multi-pass membrane protein)
OXER1,Oxoeicosanoid receptor 1,surface,pos. trainingset,,,7,NC:1-93;TM:94-117;CY:118-128;TM:129-147;NC:148-167;TM:168-188;CY:189-208;TM:209-231;NC:232-254;TM:255-277;CY:278-295;TM:296-320;NC:321-336;TM:337-357;CY:358-423,HPA051433,,Cell membrane (Multi-pass membrane protein)
OXGR1,2-oxoglutarate receptor 1,surface,pos. trainingset,,,7,NC:1-37;TM:38-60;CY:61-71;TM:72-94;NC:95-114;TM:115-137;CY:138-148;TM:149-172;NC:173-196;TM:197-221;CY:222-241;TM:242-263;NC:264-282;TM:283-305;CY:306-337,no,,Cell membrane (Multi-pass membrane protein)
OXTR,Oxytocin receptor,surface,pos. trainingset,,,7,NC:1-42;TM:43-64;CY:65-75;TM:76-94;NC:95-113;TM:114-135;CY:136-154;TM:155-175;NC:176-199;TM:200-223;CY:224-275;TM:276-297;NC:298-309;TM:310-332;CY:333-389,CAB022700,DB00107;DB01282,Cell membrane (Multi-pass membrane protein)
P2RX1,P2X purinoceptor 1,surface,machine learning,,2 - putative,2,CY:1-30;TM:31-50;NC:51-334;TM:335-357;CY:358-399,CAB006813,,Membrane (Multi-pass membrane protein)
P2RX2,P2X purinoceptor 2,surface,machine learning,,,2,CY:1-42;TM:43-62;NC:63-341;TM:342-364;CY:365-471,HPA014025,,Cell membrane (Multi-pass membrane protein)
P2RX3,P2X purinoceptor 3,surface,machine learning,,,2,CY:1-20;TM:21-44;NC:45-317;TM:318-344;CY:345-397,HPA057776,,Membrane (Multi-pass membrane protein)
P2RX4,P2X purinoceptor 4,surface,machine learning,,2 - putative,2,CY:1-29;TM:30-50;NC:51-338;TM:339-361;CY:362-388,HPA039494,,Membrane (Multi-pass membrane protein)
P2RX6,P2X purinoceptor 6,surface,machine learning,,,2,CY:1-39;TM:40-59;NC:60-334;TM:335-359;CY:360-441,HPA028776;HPA028777,,Membrane (Multi-pass membrane protein)
P2RX7,P2X purinoceptor 7,surface,pos. trainingset,,1 - high confidence,2,CY:1-28;TM:29-47;NC:48-329;TM:330-355;CY:356-595,HPA034968;HPA042013;HPA044141,,Cell membrane (Multi-pass membrane protein)
P2RY1,P2Y purinoceptor 1,surface,machine learning,,,7,NC:1-54;TM:55-77;CY:78-88;TM:89-111;NC:112-128;TM:129-147;CY:148-167;TM:168-189;NC:190-213;TM:214-240;CY:241-259;TM:260-278;NC:279-308;TM:309-328;CY:329-373,HPA015577;HPA017674,,Cell membrane (Multi-pass membrane protein)
P2RY10,Putative P2Y purinoceptor 10,surface,pos. trainingset,,1 - high confidence,7,NC:1-37;TM:38-60;CY:61-69;TM:70-95;NC:96-100;TM:101-129;CY:130-149;TM:150-170;NC:171-191;TM:192-219;CY:220-241;TM:242-265;NC:266-284;TM:285-308;CY:309-339,HPA036757,,Cell membrane (Multi-pass membrane protein)
P2RY11,P2Y purinoceptor 11,surface,pos. trainingset,,1 - high confidence,7,NC:1-29;TM:30-52;CY:53-63;TM:64-88;NC:89-112;TM:113-135;CY:136-145;TM:146-166;NC:167-203;TM:204-226;CY:227-245;TM:246-266;NC:267-307;TM:308-330;CY:331-374,HPA014232,,Cell membrane (Multi-pass membrane protein)
P2RY12,P2Y purinoceptor 12,surface,machine learning,,,7,NC:1-27;TM:28-50;CY:51-58;TM:59-81;NC:82-100;TM:101-120;CY:121-139;TM:140-161;NC:162-188;TM:189-213;CY:214-233;TM:234-255;NC:256-282;TM:283-302;CY:303-342,HPA013796;HPA014518,DB00208;DB00374;DB00758;DB01240;DB06209;DB08816,Cell membrane (Multi-pass membrane protein)
P2RY13,P2Y purinoceptor 13,surface,machine learning,,,7,NC:1-47;TM:48-70;CY:71-79;TM:80-101;NC:102-120;TM:121-139;CY:140-158;TM:159-180;NC:181-214;TM:215-236;CY:237-256;TM:257-274;NC:275-301;TM:302-321;CY:322-354,HPA049047,,Cell membrane (Multi-pass membrane protein)
P2RY14,P2Y purinoceptor 14,surface,pos. trainingset,,,7,NC:1-24;TM:25-49;CY:50-56;TM:57-78;NC:79-97;TM:98-117;CY:118-137;TM:138-158;NC:159-188;TM:189-210;CY:211-233;TM:234-252;NC:253-278;TM:279-299;CY:300-338,CAB022646;HPA030398,,Cell membrane (Multi-pass membrane protein)
P2RY2,P2Y purinoceptor 2,surface,machine learning,,,7,NC:1-37;TM:38-59;CY:60-70;TM:71-93;NC:94-112;TM:113-133;CY:134-152;TM:153-172;NC:173-195;TM:196-221;CY:222-243;TM:244-263;NC:264-290;TM:291-309;CY:310-377,CAB022642,DB04786,Cell membrane (Multi-pass membrane protein)
P2RY4,P2Y purinoceptor 4,surface,pos. trainingset,,,7,NC:1-38;TM:39-61;CY:62-72;TM:73-95;NC:96-114;TM:115-133;CY:134-150;TM:151-173;NC:174-198;TM:199-223;CY:224-243;TM:244-264;NC:265-289;TM:290-309;CY:310-365,CAB022644,,Cell membrane (Multi-pass membrane protein)
P2RY6,P2Y purinoceptor 6,surface,pos. trainingset,,,7,NC:1-31;TM:32-52;CY:53-62;TM:63-84;NC:85-103;TM:104-122;CY:123-142;TM:143-169;NC:170-189;TM:190-217;CY:218-236;TM:237-257;NC:258-285;TM:286-304;CY:305-328,CAB022740,,Cell membrane (Multi-pass membrane protein)
